mission_id,launch_date,year,decade,country,rocket_name,rocket_operator,rocket_height_m,rocket_payload_leo_kg,rocket_reusable,rocket_status,launch_site,launch_site_country,launch_site_lat,launch_site_lon,mission_type,orbit_type,destination,payload_mass_kg,num_payloads,launch_mass_tonnes,apoapsis_km,periapsis_km,inclination_deg,outcome,mission_duration_days,crew_size,booster_recovered,estimated_cost_million_usd,cost_per_kg_payload
M005008,15-05-2020,2020,2020s,Brazil,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Commercial Payload,SSO,SSO,3904,1,218.8,749,732,98.4,Success,,0,0,171.4,43903.68852
M005009,09-02-2020,2020,2020s,United States,Electron,Rocket Lab,18,300,1,Active,Cape Canaveral LC-41,USA,28.58,-80.58,Mars Mission,LEO,Mars Surface,300,1,12.2,371,253,35.8,Success,222,0,1,8.2,27333.33333
M005010,19-10-2020,2020,2020s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Communications/Telecom,GEO,GEO,1081,1,44.7,35786,35784,0,Success,,0,0,210.6,194819.6115
M005011,11-07-2020,2020,2020s,China,Zhuque-2,LandSpace,49,6000,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Earth Observation,LEO,Earth Orbit,1516,2,83.4,386,272,34.2,Success,,0,0,193.3,127506.5963
M005012,15-01-2020,2020,2020s,United States,Delta II,Boeing/ULA,39,6100,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Navigation/GPS,LEO,MEO,1027,1,57.4,418,410,55.8,Success,,0,0,81.9,79746.83544
M005013,12-05-2020,2020,2020s,United States,Falcon 9,SpaceX,70,22800,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Rideshare,LEO,LEO,829,4,34.4,492,292,50.1,Success,,0,1,70.4,84921.59228
M005014,22-01-2020,2020,2020s,N.Korea,Sputnik/R-7,OKB-1,28,500,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Weather/Meteorology,GEO,GEO,500,1,24.1,35786,35779,0,Success,,0,0,177.5,355000
M005015,03-08-2020,2020,2020s,United States,Titan II,USAF,31,3175,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Earth Observation,LEO,Earth Orbit,2016,1,82.9,552,408,84.4,Success,,0,0,152.2,75496.03175
M005016,26-02-2020,2020,2020s,Europe,Ariane 5,Arianespace,54,20000,0,Retired,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Interplanetary,LEO,Jupiter,1814,1,101,407,253,56.1,Success,765,0,0,179.4,98897.46417
M005017,17-12-2020,2020,2020s,United States,Electron,Rocket Lab,18,300,1,Active,Cape Canaveral LC-41,USA,28.58,-80.58,Weather/Meteorology,SSO,SSO,300,1,9.9,781,760,97.6,Success,,0,1,8.3,27666.66667
M005018,07-08-2020,2020,2020s,United States,Delta II,Boeing/ULA,39,6100,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Military/Reconnaissance,GEO,GEO,1176,1,47.8,35786,35660,0,Success,,0,0,177.4,150850.3401
M005019,19-08-2020,2020,2020s,United States,Space Shuttle,NASA,56,27500,1,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Rideshare,LEO,LEO,711,4,39,511,473,95.5,Success,,0,0,120,168776.3713
M005020,26-12-2020,2020,2020s,United States,Neutron,Rocket Lab,40,13000,1,Active,Cape Canaveral LC-40,USA,28.56,-80.58,Lunar,Lunar Transfer,Moon Surface,1870,1,50.5,,,44.4,Success,282,0,1,60.7,32459.89305
M005021,02-12-2020,2020,2020s,China,Long March 8,CASC,51,8400,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Human Spaceflight,Lunar Transfer,Lunar Orbit,8280,1,281.3,,,56.8,Success,3,3,0,72.5,8756.038647
M005022,25-08-2020,2020,2020s,S.Korea,Proton-M,Roscosmos,58,23000,0,Retired,Vandenberg SLC-4,USA,34.74,-120.57,Earth Observation,LEO,Earth Orbit,4128,1,246,451,391,86.5,Mission Failure,,0,0,130,31492.24806
M005023,20-01-2020,2020,2020s,China,Long March 4,CASC,45,4200,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Rideshare,LEO,LEO,545,28,21.6,594,340,73.6,Success,,0,0,52.2,95779.81651
M005024,10-06-2020,2020,2020s,China,Long March 8,CASC,51,8400,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Rideshare,LEO,LEO,1267,9,39.4,444,441,78.4,Success,,0,0,172.6,136227.3086
M005025,23-12-2020,2020,2020s,China,Zhuque-2,LandSpace,49,6000,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Lunar,Lunar Transfer,Lunar Orbit,718,1,42.3,,,24.5,Success,96,0,0,68.5,95403.89972
M005026,04-08-2020,2020,2020s,United States,New Glenn,Blue Origin,98,45000,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Commercial Payload,LEO,LEO,2192,1,112.7,354,256,64.7,Success,,0,1,170.2,77645.9854
M005027,07-12-2020,2020,2020s,United States,Falcon 9,SpaceX,70,22800,1,Active,Cape Canaveral LC-41,USA,28.58,-80.58,Space Tourism,ISS Docking,ISS,3350,1,128.3,432,395,51.3,Success,1,0,1,67.6,20179.10448
M005028,06-05-2020,2020,2020s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Science/Astronomy,LEO,L2 Halo,1309,1,65.8,642,582,93.9,Success,,0,0,177.2,135370.5118
M005029,07-09-2020,2020,2020s,China,Long March 2,CASC,43,8400,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Space Tourism,ISS Docking,ISS,317,1,11.7,637,625,51.5,Success,0,0,0,132.8,418927.4448
M005030,19-03-2020,2020,2020s,United States,Space Shuttle,NASA,56,27500,1,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Commercial Payload,SSO,SSO,1496,2,56,664,644,97.3,Success,,0,1,120.8,80748.6631
M005031,19-04-2020,2020,2020s,United States,Neutron,Rocket Lab,40,13000,1,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Military/Reconnaissance,LEO,LEO,460,1,16.2,397,211,64.9,Success,,0,1,165.5,359782.6087
M005032,29-02-2020,2020,2020s,United States,Starship,SpaceX,120,150000,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Commercial Payload,LEO,LEO,1285,1,55.2,615,508,46.1,Success,,0,1,92.7,72140.07782
M005033,22-12-2020,2020,2020s,United States,Saturn V,NASA,111,140000,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Navigation/GPS,LEO,MEO,2444,1,125.9,425,301,90.6,Success,,0,0,185,75695.58101
M005034,29-12-2020,2020,2020s,United States,Titan IV,USAF,62,21680,0,Retired,SpaceX Starbase,USA,25.99,-97.16,Navigation/GPS,LEO,MEO,1700,1,92.6,618,418,73.1,Success,,0,0,199.4,117294.1176
M005035,20-11-2020,2020,2020s,United States,Space Shuttle,NASA,56,27500,1,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Communications/Telecom,GEO,GEO,2153,1,100.4,35786,35671,0,Success,,0,1,140.6,65304.22666
M005036,24-11-2020,2020,2020s,United States,Neutron,Rocket Lab,40,13000,1,Active,SpaceX Starbase,USA,25.99,-97.16,Rideshare,LEO,LEO,137,8,5,482,470,36,Success,,0,1,72.3,527737.2263
M005037,02-08-2020,2020,2020s,China,Kuaizhou-1A,CASIC,20,300,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Earth Observation,LEO,Earth Orbit,300,1,15.4,436,345,96.2,Success,,0,0,64.9,216333.3333
M005038,19-11-2020,2020,2020s,United States,Starship,SpaceX,120,150000,1,Active,Cape Canaveral LC-41,USA,28.58,-80.58,Navigation/GPS,LEO,MEO,868,1,51.9,628,562,70.7,Success,,0,1,17.9,20622.11982
M005039,20-12-2020,2020,2020s,China,Long March 6,CASC,29,1080,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Rideshare,LEO,LEO,584,16,34.5,365,237,96.1,Success,,0,0,84.8,145205.4795
M005040,26-11-2020,2020,2020s,Russia,Soyuz-2.1a,Roscosmos,46,7020,0,Active,Baikonur LC-31,Kazakhstan,45.99,63.56,Lunar,Lunar Transfer,Lunar Orbit,1570,1,45.2,,,41.5,Success,137,0,0,176.8,112611.465
M005041,25-08-2020,2020,2020s,United States,Vulcan Centaur,ULA,61,27200,0,Active,Vandenberg SLC-4,USA,34.74,-120.57,Communications/Telecom,GEO,GEO,1056,1,26.5,35786,35740,0,Success,,0,0,74.7,70738.63636
M005042,27-02-2020,2020,2020s,United States,New Glenn,Blue Origin,98,45000,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Military/Reconnaissance,GEO,GEO,1993,1,74,35786,35777,0,Success,,0,1,106,53186.15153
M005043,02-09-2021,2021,2020s,Russia,Soyuz-2.1b,Roscosmos,46,8200,0,Active,Baikonur LC-1,Kazakhstan,45.92,63.34,Earth Observation,LEO,Earth Orbit,747,1,29.9,427,303,76.6,Success,,0,0,83.5,111780.4552
M005044,14-04-2021,2021,2020s,United States,Atlas V,ULA,59,18850,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Earth Observation,LEO,Earth Orbit,342,1,10.9,639,237,56.2,Launch Failure,,0,0,186.8,546198.8304
M005045,30-11-2021,2021,2020s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Commercial Payload,SSO,SSO,9000,1,517,646,619,98.2,Success,,0,0,240.5,26722.22222
M005046,18-03-2021,2021,2020s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Commercial Payload,GEO,GEO,222,1,12.8,35786,35699,0,Success,,0,1,101.1,455405.4054
M005047,25-08-2021,2021,2020s,United States,Electron,Rocket Lab,18,300,1,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Science/Astronomy,LEO,L2 Halo,300,1,15.3,646,378,35.3,Success,,0,1,8,26666.66667
M005048,28-09-2021,2021,2020s,Russia,Angara-1.2,Roscosmos,42,3800,0,Active,Baikonur LC-31,Kazakhstan,45.99,63.56,Earth Observation,LEO,Earth Orbit,3800,1,224.4,449,425,50.3,Success,,0,0,82.1,21605.26316
M005049,14-06-2021,2021,2020s,China,Long March 4,CASC,45,4200,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Earth Observation,LEO,Earth Orbit,1894,3,95.3,552,333,49.9,Success,,0,0,85.6,45195.35375
M005050,15-01-2021,2021,2020s,Europe,Ariane 6,Arianespace,63,21650,0,Active,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Rideshare,LEO,LEO,2388,143,127.4,528,395,32.7,Success,,0,0,122.5,51298.15745
M005051,12-03-2021,2021,2020s,Europe,Vega,Arianespace,30,1450,0,Active,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Science/Astronomy,LEO,LEO,1450,2,55.9,503,459,72.5,Success,,0,0,86.6,59724.13793
M005052,01-06-2021,2021,2020s,China,Long March 4,CASC,45,4200,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Commercial Payload,LEO,LEO,1107,1,33.9,532,443,94.8,Success,,0,0,105,94850.94851
M005053,01-06-2021,2021,2020s,China,Long March 5,CASC,57,25000,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Commercial Payload,GEO,GEO,2070,2,72.6,35786,35695,0,Success,,0,0,173.8,83961.35266
M005054,02-06-2021,2021,2020s,China,Long March 4,CASC,45,4200,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Rideshare,LEO,LEO,359,18,18.4,504,293,37.5,Success,,0,0,173.3,482729.805
M005055,14-08-2021,2021,2020s,N.Korea,Vostok,OKB-1,38,4730,0,Retired,Mahia Peninsula,New Zealand,-39.26,177.86,Earth Observation,LEO,Earth Orbit,1170,1,40.2,378,373,63.8,Success,,0,0,126.9,108461.5385
M005056,15-12-2021,2021,2020s,China,Kuaizhou-1A,CASIC,20,300,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Mars Mission,LEO,Mars Surface,155,1,7,417,413,65.1,Success,456,0,0,74.5,480645.1613
M005057,08-06-2021,2021,2020s,United States,Electron,Rocket Lab,18,300,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Communications/Telecom,GEO,GEO,300,1,12.1,35786,35799,0,Success,,0,0,8.1,27000
M005058,21-02-2021,2021,2020s,United States,Electron,Rocket Lab,18,300,1,Active,Cape Canaveral LC-39A,USA,28.61,-80.6,Rideshare,LEO,LEO,300,5,12.2,410,239,54.9,Success,,0,1,8.4,28000
M005059,20-09-2021,2021,2020s,United States,Delta II,Boeing/ULA,39,6100,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Weather/Meteorology,LEO,LEO,619,1,24.8,402,383,86,Success,,0,0,91.8,148303.7157
M005060,31-03-2021,2021,2020s,China,Long March 2,CASC,43,8400,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Science/Astronomy,LEO,L2 Halo,3073,1,139.9,392,375,91.5,Success,,0,0,192.2,62544.74455
M005061,07-08-2021,2021,2020s,India,GSLV,ISRO,49,5000,0,Active,Satish Dhawan Space Centre,India,13.73,80.24,Commercial Payload,GEO,GEO,747,1,42.5,35786,35717,0,Success,,0,0,108.7,145515.3949
M005062,28-01-2021,2021,2020s,China,Long March 5,CASC,57,25000,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Commercial Payload,GEO,GEO,533,1,21.8,35786,35682,0,Success,,0,0,194.4,364727.955
M005063,08-10-2021,2021,2020s,United States,Space Shuttle,NASA,56,27500,1,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Communications/Telecom,GEO,GEO,868,1,37.4,35786,35627,0,Success,,0,1,139.4,160599.0783
M005064,05-09-2021,2021,2020s,United States,Titan IV,USAF,62,21680,0,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Science/Astronomy,LEO,HEO,2509,1,91.8,440,225,94.9,Success,,0,0,162.3,64687.12635
M005065,08-04-2021,2021,2020s,China,Long March 6,CASC,29,1080,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Commercial Payload,SSO,SSO,1080,1,34.1,458,433,98,Success,,0,0,159.4,147592.5926
M005066,11-02-2021,2021,2020s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,SpaceX Starbase,USA,25.99,-97.16,Rideshare,LEO,LEO,408,4,20.2,402,244,74.3,Success,,0,0,332.8,815686.2745
M005067,05-04-2021,2021,2020s,United States,Neutron,Rocket Lab,40,13000,1,Active,Cape Canaveral LC-39A,USA,28.61,-80.6,Earth Observation,LEO,Earth Orbit,2518,1,114.9,637,546,38,Success,,0,1,184.6,73312.1525
M005068,17-04-2021,2021,2020s,China,Long March 2,CASC,43,8400,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Communications/Telecom,GEO,GEO,3060,1,133.4,35786,35735,0,Success,,0,0,91.8,30000
M005069,31-07-2021,2021,2020s,China,Zhuque-2,LandSpace,49,6000,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Communications/Telecom,GEO,GEO,3017,2,80.6,35786,35715,0,Success,,0,0,92.7,30725.88664
M005070,21-03-2021,2021,2020s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Technology Demo,LEO,LEO,595,2,27.6,353,328,56.8,Success,,0,1,113.1,190084.0336
M005071,01-04-2021,2021,2020s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Rideshare,LEO,LEO,256,9,9,410,384,36,Success,,0,0,98.3,383984.375
M005072,22-12-2021,2021,2020s,China,Kuaizhou-1A,CASIC,20,300,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Rideshare,LEO,LEO,41,37,5,412,218,41.9,Success,,0,0,189.9,4631707.317
M005073,06-03-2021,2021,2020s,Japan,H3,JAXA/MHI,57,16500,0,Active,Uchinoura Space Center,Japan,31.25,131.08,Commercial Payload,GEO,GEO,4519,2,216,35786,35641,0,Success,,0,0,106.9,23655.67603
M005074,14-02-2021,2021,2020s,China,Long March 8,CASC,51,8400,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Rideshare,LEO,LEO,884,143,42.1,534,285,56.1,Success,,0,0,174.4,197285.0679
M005075,22-09-2021,2021,2020s,China,Long March 7,CASC,53,13500,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Rideshare,LEO,LEO,353,134,18.8,476,242,55.5,Success,,0,0,96.7,273937.6771
M005076,29-08-2021,2021,2020s,United States,Neutron,Rocket Lab,40,13000,1,Active,Cape Canaveral LC-40,USA,28.56,-80.58,Human Spaceflight,ISS Docking,ISS,1793,1,91.8,483,223,51.3,Success,1,3,1,179,99832.68265
M005077,09-11-2021,2021,2020s,United States,Starship,SpaceX,120,150000,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Earth Observation,LEO,Earth Orbit,665,1,36.8,388,345,47.6,Success,,0,1,36.1,54285.71429
M005078,23-03-2021,2021,2020s,China,Long March 8,CASC,51,8400,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Rideshare,LEO,LEO,231,22,11.5,645,300,71.2,Success,,0,0,182.9,791774.8918
M005079,02-08-2021,2021,2020s,Russia,Angara-A5,Roscosmos,64,24500,0,Active,Baikonur LC-31,Kazakhstan,45.99,63.56,Commercial Payload,SSO,SSO,1120,1,45.7,667,663,97.5,Success,,0,0,170.3,152053.5714
M005080,11-03-2021,2021,2020s,Brazil,Proton-M,Roscosmos,58,23000,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Communications/Telecom,GEO,GEO,482,1,25.7,35786,35704,0,Success,,0,0,152.6,316597.5104
M005081,02-09-2021,2021,2020s,Europe,Ariane 5,Arianespace,54,20000,0,Retired,Guiana Space Centre ELS,French Guiana,5.24,-52.77,Mars Mission,LEO,Mars Transfer,954,2,40.9,359,349,59.5,Success,1246,0,0,153.1,160482.1803
M005082,16-04-2021,2021,2020s,China,Long March 7,CASC,53,13500,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Commercial Payload,LEO,LEO,1940,1,53.7,406,258,35.9,Success,,0,0,72,37113.40206
M005083,13-12-2021,2021,2020s,China,Long March 6,CASC,29,1080,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Science/Astronomy,LEO,L2 Halo,854,1,27.9,392,297,48,Success,,0,0,180.8,211709.6019
M005084,15-05-2021,2021,2020s,China,Long March 8,CASC,51,8400,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Rideshare,LEO,LEO,248,71,7.2,542,353,28.9,Success,,0,0,117.3,472983.871
M005085,10-03-2021,2021,2020s,China,Long March 7,CASC,53,13500,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Commercial Payload,GEO,GEO,2450,1,143.5,35786,35678,0,Success,,0,0,78.5,32040.81633
M005086,26-09-2021,2021,2020s,United States,Titan II,USAF,31,3175,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Technology Demo,LEO,LEO,1644,1,63.4,419,382,57.2,Success,,0,0,136.9,83272.50608
M005087,16-09-2021,2021,2020s,United States,Starship,SpaceX,120,150000,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Human Spaceflight,LEO,LEO,5883,1,333.3,444,418,37.7,Success,14,1,1,35,5949.345572
M005088,17-10-2021,2021,2020s,China,Long March 3,CASC,54,8500,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Rideshare,LEO,LEO,120,3,5,462,256,48.1,Success,,0,0,90.8,756666.6667
M005089,21-06-2021,2021,2020s,China,Zhuque-2,LandSpace,49,6000,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Rideshare,LEO,LEO,262,19,12.7,478,328,46.7,Success,,0,0,135.1,515648.855
M005090,09-12-2021,2021,2020s,United States,Delta II,Boeing/ULA,39,6100,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Military/Reconnaissance,GEO,GEO,3955,1,166,35786,35692,0,Success,,0,0,111.4,28166.87737
M005091,08-01-2021,2021,2020s,China,Long March 4,CASC,45,4200,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Rideshare,LEO,LEO,333,1,9.6,360,280,66.4,Success,,0,0,103.2,309909.9099
M005092,01-11-2021,2021,2020s,United States,New Glenn,Blue Origin,98,45000,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Rideshare,LEO,LEO,311,10,15,619,260,75.2,Success,,0,1,144.3,463987.1383
M005093,22-11-2021,2021,2020s,United States,Titan IV,USAF,62,21680,0,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Commercial Payload,SSO,SSO,1174,1,29.5,679,659,98.5,Success,,0,0,132,112436.1158
M005094,17-07-2021,2021,2020s,China,Long March 4,CASC,45,4200,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Space Tourism,Sub-orbital,Sub-orbital,2700,1,93.4,180,0,36.3,Success,1,4,0,171.8,63629.62963
M005095,09-07-2021,2021,2020s,China,Long March 8,CASC,51,8400,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Earth Observation,LEO,Earth Orbit,6744,1,185.7,461,270,95.1,Success,,0,0,98.6,14620.40332
M005096,27-05-2021,2021,2020s,United States,Saturn V,NASA,111,140000,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Lunar,Lunar Transfer,Lunar Orbit,859,1,41.9,,,27.1,Success,115,0,0,185,215366.7055
M005097,12-11-2021,2021,2020s,China,Long March 7,CASC,53,13500,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Interplanetary,LEO,Saturn,741,1,30.6,421,372,39.1,Success,550,0,0,152.2,205398.1107
M005098,14-04-2021,2021,2020s,New Zealand,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Commercial Payload,LEO,LEO,2572,1,153.3,405,286,31.8,Success,,0,0,133.3,51827.3717
M005099,27-03-2021,2021,2020s,United States,Neutron,Rocket Lab,40,13000,1,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Commercial Payload,LEO,LEO,887,2,49.1,438,206,50.9,Success,,0,1,149.1,168094.7012
M005100,12-11-2021,2021,2020s,China,Long March 6,CASC,29,1080,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Navigation/GPS,LEO,MEO,1080,1,42.2,602,268,88.1,Success,,0,0,191.7,177500
M005101,04-05-2021,2021,2020s,Europe,Ariane 6,Arianespace,63,21650,0,Active,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Technology Demo,LEO,LEO,1631,1,47.7,455,232,58.6,Success,,0,0,90,55180.87063
M005102,28-01-2021,2021,2020s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Communications/Telecom,GEO,GEO,765,1,30.7,35786,35755,0,Success,,0,1,149.5,195424.8366
M005103,29-03-2021,2021,2020s,United States,Titan IV,USAF,62,21680,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Navigation/GPS,LEO,MEO,914,1,23,411,403,70.3,Success,,0,0,114.7,125492.3414
M005104,15-09-2021,2021,2020s,Europe,Vega-C,Arianespace,35,2300,0,Active,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Interplanetary,Mars Transfer,Mars,354,1,12.4,,,48.8,Success,2429,0,0,60.3,170338.9831
M005105,03-05-2021,2021,2020s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Interplanetary,LEO,Venus,1074,1,42.6,479,435,95.8,Success,65,0,1,135.8,126443.203
M005106,11-08-2021,2021,2020s,United States,Atlas V,ULA,59,18850,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Commercial Payload,SSO,SSO,323,2,11.8,636,630,98.6,Success,,0,0,339.9,1052321.981
M005107,15-12-2021,2021,2020s,Japan,H-II,JAXA,50,10060,0,Retired,Uchinoura Space Center,Japan,31.25,131.08,Human Spaceflight,LEO,LEO,5180,1,165.7,545,321,76.4,Success,14,3,0,199.9,38590.73359
M005108,23-06-2021,2021,2020s,China,Long March 3,CASC,54,8500,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Earth Observation,LEO,Earth Orbit,468,1,25.9,352,349,74.4,Success,,0,0,118.8,253846.1538
M005109,26-02-2021,2021,2020s,United States,Neutron,Rocket Lab,40,13000,1,Active,Cape Canaveral LC-41,USA,28.58,-80.58,Space Tourism,LEO,LEO,1695,1,76.6,540,511,65.3,Partial Failure,10,2,0,182.9,107905.6047
M005110,15-11-2021,2021,2020s,Japan,H3,JAXA/MHI,57,16500,0,Active,Tanegashima Space Center,Japan,30.4,130.97,Commercial Payload,SSO,SSO,3777,1,118.3,529,517,98.3,Success,,0,0,94.5,25019.85703
M005111,03-09-2021,2021,2020s,China,Long March 5,CASC,57,25000,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Communications/Telecom,GEO,GEO,1933,1,107.4,35786,35698,0,Success,,0,0,181.8,94050.6984
M005112,12-02-2021,2021,2020s,United States,Vulcan Centaur,ULA,61,27200,0,Active,Vandenberg SLC-4,USA,34.74,-120.57,Rideshare,LEO,LEO,23,3,5,350,285,51.8,Success,,0,0,81.3,3534782.609
M005113,28-06-2021,2021,2020s,United States,Titan II,USAF,31,3175,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Rideshare,LEO,LEO,425,1,11.4,465,251,77.3,Success,,0,0,110.6,260235.2941
M005114,13-01-2021,2021,2020s,China,Long March 4,CASC,45,4200,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Commercial Payload,SSO,SSO,4200,1,228.8,733,709,97.8,Success,,0,0,73.6,17523.80952
M005115,10-12-2021,2021,2020s,United States,Titan II,USAF,31,3175,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Navigation/GPS,LEO,MEO,1555,1,81.7,354,342,32.8,Success,,0,0,147.9,95112.54019
M005116,08-01-2021,2021,2020s,United States,Starship,SpaceX,120,150000,1,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Communications/Telecom,GEO,GEO,2507,1,75.4,35786,35608,0,Success,,0,1,52.1,20781.81093
M005117,25-09-2021,2021,2020s,China,Long March 9,CASC,110,140000,0,Development,Jiuquan Satellite Launch Center,China,40.96,100.29,Human Spaceflight,LEO,LEO,5875,1,252.9,596,565,33,Success,180,3,0,77,13106.38298
M005118,13-03-2021,2021,2020s,China,Long March 6,CASC,29,1080,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Human Spaceflight,ISS Docking,ISS,1080,1,38.9,447,265,51.5,Success,7,4,0,80.6,74629.62963
M005119,17-04-2021,2021,2020s,India,LVM3,ISRO,43,10000,0,Active,Satish Dhawan Space Centre,India,13.73,80.24,Navigation/GPS,LEO,MEO,1652,1,58.1,604,329,34.3,Success,,0,0,183.2,110895.8838
M005120,14-05-2021,2021,2020s,United States,Delta II,Boeing/ULA,39,6100,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Commercial Payload,SSO,SSO,365,2,9.7,798,787,97.1,Success,,0,0,177.9,487397.2603
M005121,06-06-2021,2021,2020s,Israel,Proton-M,Roscosmos,58,23000,0,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Space Tourism,Sub-orbital,Sub-orbital,1737,1,102.8,150,0,68.1,Success,1,4,0,59.1,34024.17962
M005122,11-10-2021,2021,2020s,China,Long March 3,CASC,54,8500,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Earth Observation,LEO,Earth Orbit,1569,1,45.9,413,279,46.6,Success,,0,0,91,57998.7253
